relic_name,tier,relic_price,item_bronze1,price_bronze1,item_bronze2,price_bronze2,item_bronze3,price_bronze3,item_argent1,price_argent1,item_argent2,price_argent2,item_gold1,price_gold1,ev_intact,ev_radiant
Neo N12 Relic,Neo,7.0,Trinity Prime Systems Blueprint,8.5,Soma Prime Blueprint,6.65,Vasto Prime Receiver,8.5,Dual Kamas Prime Handle,7.1,Kavasa Prime Band,7.8,Nova Prime Chassis Blueprint,28.5,8.2,9.77
Neo N13 Relic,Neo,4.95,Inaros Prime Systems Blueprint,7.0,Aksomati Prime Blueprint,4.35,Pangolin Prime Handle,7.8,2X Forma Blueprint,,Wukong Prime Chassis Blueprint,11.5,Nezha Prime Chassis Blueprint,33.5,6.79,8.84
Neo N14 Relic,Neo,5.0,Titania Prime Chassis Blueprint,11.5,Forma Blueprint,,Bronco Prime Receiver,3.6,Braton Prime Receiver,4.0,Zhuge Prime Receiver,5.0,Ninkondi Prime Handle,20.0,5.21,6.32
Neo N15 Relic,Neo,5.5,Paris Prime Blueprint,2.9,Akbronco Prime Blueprint,2.7,Forma Blueprint,,Atlas Prime Systems Blueprint,5.5,Baza Prime Barrel,4.8,Nezha Prime Neuroptics Blueprint,23.0,3.01,5.29
Neo N16 Relic,Neo,7.0,Burston Prime Stock,2.0,Nezha Prime Systems Blueprint,6.0,Forma Blueprint,,Orthos Prime Blade,3.5,Pandero Prime Barrel,5.3,Nidus Prime Neuroptics Blueprint,36.5,3.72,6.74
Neo N17 Relic,Neo,4.3,Paris Prime Upper Limb,2.2,Pangolin Prime Handle,7.8,Burston Prime Receiver,3.5,Strun Prime Stock,8.0,2X Forma Blueprint,,Nezha Prime Chassis Blueprint,33.5,4.97,7.2
Neo N18 Relic,Neo,5.0,Corinth Prime Blueprint,3.8,Scourge Prime Blade,4.65,Magnus Prime Blueprint,7.5,2X Forma Blueprint,,Gara Prime Neuroptics Blueprint,7.0,Nidus Prime Chassis Blueprint,30.0,5.41,7.06
Neo N19 Relic,Neo,11.5,Nidus Prime Systems Blueprint,5.5,Braton Prime Receiver,4.0,Forma Blueprint,,Magnus Prime Receiver,6.5,Paris Prime Upper Limb,2.2,Nikana Prime Hilt,40.25,4.17,7.35
Neo N2 Relic,Neo,16.5,Lex Prime Blueprint,2.6,Fang Prime Blueprint,1.75,Vasto Prime Barrel,9.0,2X Forma Blueprint,,Nova Prime Blueprint,10.0,Vauban Prime Systems Blueprint,32.5,5.13,7.48
Neo N20 Relic,Neo,6.2,Garuda Prime Blueprint,6.5,Fang Prime Blade,2.5,Tenora Prime Blueprint,5.0,Pandero Prime Barrel,5.3,Karyst Prime Handle,4.0,Nezha Prime Neuroptics Blueprint,23.0,5.03,6.49
Neo N21 Relic,Neo,4.0,Paris Prime String,3.4,Gara Prime Systems Blueprint,7.0,Forma Blueprint,,Khora Prime Chassis Blueprint,7.0,Harrow Prime Blueprint,6.0,Nagantaka Prime Blueprint,15.0,4.36,5.83
Neo N22 Relic,Neo,3.0,Shade Prime Cerebrum,6.5,Dual Keres Prime Blade,8.35,Paris Prime Blueprint,2.9,Garuda Prime Chassis Blueprint,8.5,Magnus Prime Receiver,6.5,Nagantaka Prime Blueprint,15.0,6.45,7.46
Neo N23 Relic,Neo,2.0,Fang Prime Blade,2.5,Revenant Prime Chassis Blueprint,6.0,Burston Prime Blueprint,2.95,Paris Prime Grip,3.05,Baruuk Prime Chassis Blueprint,4.5,Nagantaka Prime Blueprint,15.0,4.03,4.92
Neo N24 Relic,Neo,1.65,Daikyu Prime Blueprint,1.7,Bronco Prime Receiver,3.6,Venato Prime Handle,3.6,Kestrel Prime Blueprint,2.6,Lavos Prime Neuroptics Blueprint,3.0,Nautilus Prime Blueprint,10.0,3.07,3.6
Neo N3 Relic,Neo,4.7,Lex Prime Barrel,3.5,Odonata Prime Systems Blueprint,8.5,Paris Prime String,3.4,Fang Prime Handle,2.0,Ash Prime Neuroptics Blueprint,12.0,Nekros Prime Systems Blueprint,28.0,6.0,8.17
Neo N4 Relic,Neo,10.1,Paris Prime String,3.4,Ash Prime Chassis Blueprint,11.0,Braton Prime Stock,1.5,2X Forma Blueprint,,Venka Prime Blueprint,5.3,Nikana Prime Blade,14.0,4.89,5.11
Neo N5 Relic,Neo,88.8,Saryn Prime Systems Blueprint,6.5,Forma Blueprint,,Helios Prime Carapace,6.5,Ash Prime Systems Blueprint,17.5,Akstiletto Prime Link,9.0,Nikana Prime Blueprint,6.5,6.34,8.12
Neo N6 Relic,Neo,10.0,Bronco Prime Receiver,3.6,Galatine Prime Blade,6.1,Cernos Prime Upper Limb,8.0,Sybaris Prime Receiver,9.0,Trinity Prime Blueprint,10.0,Nikana Prime Hilt,40.25,7.38,10.78
Neo N7 Relic,Neo,10.0,Trinity Prime Neuroptics Blueprint,10.5,Euphona Prime Blueprint,4.0,Venka Prime Blades,8.5,Banshee Prime Blueprint,6.5,Valkyr Prime Neuroptics Blueprint,10.0,Nekros Prime Systems Blueprint,28.0,8.2,9.93
Neo N8 Relic,Neo,7.25,Paris Prime String,3.4,Hydroid Prime Chassis Blueprint,8.5,Sybaris Prime Blueprint,6.5,Akbolto Prime Link,5.45,2X Forma Blueprint,,Nami Skyla Prime Blade,32.5,5.91,7.41
Neo N9 Relic,Neo,22.8,Mag Prime Neuroptics Blueprint,9.0,Boar Prime Blueprint,9.5,Dakra Prime Handle,7.8,Soma Prime Receiver,9.0,2X Forma Blueprint,,Nova Prime Chassis Blueprint,28.5,8.22,9.03
Neo O1 Relic,Neo,10.5,Volt Prime Blueprint,13.0,Forma Blueprint,,Odonata Prime Harness Blueprint,6.5,Aklex Prime Blueprint,7.25,Volt Prime Systems Blueprint,8.5,Odonata Prime Wings Blueprint,17.5,7.02,8.15
Neo O2 Relic,Neo,4.0,Phantasma Prime Receiver,7.0,Gauss Prime Chassis Blueprint,6.5,Zylok Prime Barrel,4.65,Fulmin Prime Blueprint,6.5,Acceltra Prime Receiver,4.0,Okina Prime Blueprint,19.0,6.13,7.03
Neo O3 Relic,Neo,2.0,Paris Prime Upper Limb,2.2,Lex Prime Barrel,3.5,Forma Blueprint,,Akbronco Prime Link,3.5,Xaku Prime Systems Blueprint,8.0,Okina Prime Blueprint,19.0,3.09,5.15
Neo P1 Relic,Neo,3.0,Ninkondi Prime Blueprint,8.0,Paris Prime Lower Limb,2.15,Redeemer Prime Blade,5.9,Akjagara Prime Receiver,8.5,Rubico Prime Stock,7.0,Pangolin Prime Blueprint,14.35,6.06,7.21
Neo P10 Relic,Neo,2.75,Nautilus Prime Carapace,7.0,Forma Blueprint,,Burston Prime Blueprint,2.95,Trumna Prime Stock,2.65,Cedo Prime Receiver,2.5,Perigale Prime Barrel,12.5,3.34,3.94
Neo P2 Relic,Neo,4.0,Aksomati Prime Receiver,7.0,Braton Prime Stock,1.5,Guandao Prime Blade,8.5,2X Forma Blueprint,,Titania Prime Blueprint,11.0,Pandero Prime Receiver,25.0,6.02,7.53
Neo P3 Relic,Neo,4.5,Lex Prime Blueprint,2.6,Panthera Prime Blueprint,5.5,Orthos Prime Handle,3.25,Astilla Prime Stock,5.85,Inaros Prime Chassis Blueprint,4.0,Pangolin Prime Blueprint,14.35,4.25,5.3
Neo P4 Relic,Neo,2.0,Karyst Prime Blueprint,6.45,Zakti Prime Receiver,5.5,Paris Prime Upper Limb,2.2,2X Forma Blueprint,,Braton Prime Receiver,4.0,Pandero Prime Receiver,25.0,4.52,5.66
Neo P5 Relic,Neo,17.67,Volnus Prime Blueprint,3.6,Burston Prime Stock,2.0,Forma Blueprint,,Gara Prime Chassis Blueprint,18.5,Burston Prime Barrel,4.0,Pangolin Prime Blueprint,14.35,4.18,6.87
Neo P6 Relic,Neo,27.6,Akbronco Prime Blueprint,2.7,Forma Blueprint,,Gunsen Prime Blueprint,4.15,Protea Prime Neuroptics Blueprint,3.5,Masseter Prime Blueprint,4.0,Phantasma Prime Stock,22.5,3.01,4.89
Neo P7 Relic,Neo,12.0,Forma Blueprint,,Paris Prime Upper Limb,2.2,Gauss Prime Chassis Blueprint,6.5,Larkspur Prime Stock,6.0,Hildryn Prime Neuroptics Blueprint,7.0,Protea Prime Chassis Blueprint,11.5,3.86,5.2
Neo P8 Relic,Neo,16.67,Baruuk Prime Systems Blueprint,8.0,Orthos Prime Handle,3.25,Forma Blueprint,,Revenant Prime Systems Blueprint,12.5,Afuris Prime Link,6.05,Phantasma Prime Barrel,22.5,5.34,7.84
Neo P9 Relic,Neo,2.6,Alternox Prime Receiver,6.0,Paris Prime String,3.4,Fang Prime Blueprint,1.75,Orthos Prime Blade,3.5,Epitaph Prime Barrel,3.5,Protea Prime Systems Blueprint,14.0,3.87,4.66
Neo Q1 Relic,Neo,4.4,Burston Prime Receiver,3.5,Grendel Prime Neuroptics Blueprint,5.5,Lex Prime Barrel,3.5,Hildryn Prime Chassis Blueprint,11.0,Orthos Prime Blueprint,4.3,Quassus Prime Blade,9.0,5.03,6.04
Neo R1 Relic,Neo,4.5,Hikou Prime Blueprint,4.35,Ankyros Prime Gauntlet,8.5,Forma Blueprint,,Boltor Prime Receiver,4.0,Nyx Prime Chassis Blueprint,5.0,Rhino Prime Blueprint,19.0,4.62,5.84
Neo R2 Relic,Neo,3.8,Ninkondi Prime Blueprint,8.0,Braton Prime Stock,1.5,Forma Blueprint,,Paris Prime Grip,3.05,Tiberon Prime Blueprint,6.8,Rubico Prime Blueprint,19.5,3.88,5.5
Neo R3 Relic,Neo,5.0,Baza Prime Receiver,5.5,Limbo Prime Systems Blueprint,6.5,Burston Prime Blueprint,2.95,Paris Prime Grip,3.05,Ninkondi Prime Chain,5.0,Redeemer Prime Handle,38.5,5.44,7.95
Neo R4 Relic,Neo,5.5,Aksomati Prime Blueprint,4.35,Braton Prime Stock,1.5,Mesa Prime Chassis Blueprint,7.0,Corinth Prime Receiver,7.0,Ninkondi Prime Chain,5.0,Redeemer Prime Handle,38.5,5.34,8.39
Neo R5 Relic,Neo,22.0,Limbo Prime Systems Blueprint,6.5,Vasto Prime Receiver,8.5,Forma Blueprint,,Akjagara Prime Link,7.6,Fang Prime Handle,2.0,Redeemer Prime Handle,38.5,5.63,8.27
Neo S1 Relic,Neo,17.0,Carrier Prime Carapace,14.0,Lex Prime Barrel,3.5,Soma Prime Blueprint,6.65,Trinity Prime Chassis Blueprint,9.0,2X Forma Blueprint,,Saryn Prime Blueprint,18.5,7.48,7.68
Neo S10 Relic,Neo,15.0,Saryn Prime Systems Blueprint,6.5,Braton Prime Stock,1.5,Lex Prime Blueprint,2.6,Nikana Prime Blade,14.0,Spira Prime Blade,13.5,Saryn Prime Chassis Blueprint,39.0,6.49,11.17
Neo S11 Relic,Neo,3.7,Fang Prime Blade,2.5,Bronco Prime Receiver,3.6,Hydroid Prime Chassis Blueprint,8.5,Kronen Prime Handle,8.5,2X Forma Blueprint,,Stradavar Prime Blueprint,11.5,4.86,5.28
Neo S12 Relic,Neo,7.0,Fang Prime Blade,2.5,Redeemer Prime Blade,5.9,Paris Prime Upper Limb,2.2,Wukong Prime Chassis Blueprint,11.5,Mirage Prime Systems Blueprint,18.5,Stradavar Prime Blueprint,11.5,6.21,8.92
Neo S13 Relic,Neo,9.4,Saryn Prime Systems Blueprint,6.5,Spira Prime Blueprint,4.95,Nikana Prime Blueprint,6.5,Cernos Prime Blueprint,5.05,2X Forma Blueprint,,Saryn Prime Chassis Blueprint,39.0,5.88,7.9
Neo S14 Relic,Neo,3.0,Karyst Prime Blueprint,6.45,Ninkondi Prime Blueprint,8.0,Forma Blueprint,,Fang Prime Handle,2.0,Pangolin Prime Blade,8.0,Stradavar Prime Blueprint,11.5,4.99,5.56
Neo S15 Relic,Neo,5.0,Forma Blueprint,,Octavia Prime Neuroptics Blueprint,5.0,Astilla Prime Receiver,7.5,Garuda Prime Chassis Blueprint,8.5,Bronco Prime Barrel,3.0,Scourge Prime Barrel,35.5,5.14,7.93
Neo S16 Relic,Neo,,Braton Prime Stock,1.5,Forma Blueprint,,Lex Prime Receiver,3.35,Oberon Prime Blueprint,8.5,Aksomati Prime Barrel,11.0,Silva & Aegis Prime Guard,18.5,3.74,6.56
Neo S17 Relic,Neo,4.0,Revenant Prime Chassis Blueprint,6.0,Forma Blueprint,,Paris Prime Lower Limb,2.15,Hildryn Prime Neuroptics Blueprint,7.0,Baruuk Prime Chassis Blueprint,4.5,Strun Prime Blueprint,23.5,3.8,6.01
Neo S18 Relic,Neo,5.0,Forma Blueprint,,Tatsu Prime Blueprint,4.1,Hildryn Prime Systems Blueprint,6.0,Grendel Prime Chassis Blueprint,4.0,Cobra & Crane Prime Blueprint,3.5,Shade Prime Carapace,30.0,3.98,6.18
Neo S19 Relic,Neo,6.0,Strun Prime Receiver,7.5,Paris Prime Blueprint,2.9,Forma Blueprint,,Saryn Prime Neuroptics Blueprint,11.5,Nidus Prime Neuroptics Blueprint,36.5,Strun Prime Blueprint,23.5,8.38,13.68
Neo S2 Relic,Neo,17.4,Burston Prime Stock,2.0,Paris Prime Lower Limb,2.15,Nova Prime Systems Blueprint,11.5,Nyx Prime Systems Blueprint,8.0,Paris Prime Upper Limb,2.2,Saryn Prime Chassis Blueprint,39.0,5.87,8.55
Neo S20 Relic,Neo,1.75,Sarofang Prime Handle,5.0,Fang Prime Blade,2.5,Kompressa Prime Blueprint,3.0,2X Forma Blueprint,,Vadarya Prime Receiver,2.0,Sevagoth Prime Chassis Blueprint,20.0,3.28,4.15
Neo S3 Relic,Neo,9.3,Soma Prime Barrel,10.0,Carrier Prime Blueprint,10.5,Burston Prime Receiver,3.5,2X Forma Blueprint,,Vasto Prime Blueprint,7.0,Spira Prime Blade,13.5,7.12,6.75
Neo S5 Relic,Neo,10.4,Latron Prime Receiver,16.3,Ember Prime Neuroptics Blueprint,10.0,Reaper Prime Blueprint,9.4,Glaive Prime Disc,9.4,Frost Prime Systems Blueprint,11.5,Sicarus Prime Receiver,41.0,12.16,14.23
Neo S6 Relic,Neo,6.8,Burston Prime Blueprint,2.95,Forma Blueprint,,Trinity Prime Neuroptics Blueprint,10.5,Tigris Prime Receiver,10.5,Kavasa Prime Buckle,15.75,Silva & Aegis Prime Guard,18.5,6.66,9.34
Neo S7 Relic,Neo,2.0,Banshee Prime Neuroptics Blueprint,3.8,Fang Prime Blade,2.5,Helios Prime Carapace,6.5,Sybaris Prime Receiver,9.0,Ballistica Prime Receiver,6.5,Silva & Aegis Prime Guard,18.5,5.32,7.08
Neo S8 Relic,Neo,5.0,Forma Blueprint,,Bronco Prime Receiver,3.6,Hydroid Prime Chassis Blueprint,8.5,Nikana Prime Blueprint,6.5,Fragor Prime Blueprint,10.4,Spira Prime Pouch,35.0,5.62,8.9
Neo S9 Relic,Neo,6.0,Akjagara Prime Blueprint,3.7,Bronco Prime Blueprint,3.0,Mirage Prime Neuroptics Blueprint,7.0,Destreza Prime Blueprint,7.0,2X Forma Blueprint,,Silva & Aegis Prime Guard,18.5,4.61,5.53
Neo T1 Relic,Neo,3.0,Forma Blueprint,,Dual Kamas Prime Blueprint,5.9,Burston Prime Blueprint,2.95,Banshee Prime Blueprint,6.5,Fragor Prime Handle,9.55,Tigris Prime Blueprint,25.5,4.52,7.24
Neo T10 Relic,Neo,2.0,Lex Prime Blueprint,2.6,Forma Blueprint,,Dual Zoren Prime Handle,2.0,Gyre Prime Blueprint,4.5,Nautilus Prime Systems,3.0,Trumna Prime Receiver,9.0,2.17,3.17
Neo T11 Relic,Neo,,Forma Blueprint,,Braton Prime Barrel,5.0,Perigale Prime Stock,8.0,Kestrel Prime Blueprint,2.6,Yareli Prime Blueprint,3.5,Trumna Prime Receiver,9.0,4.14,4.29
Neo T2 Relic,Neo,4.0,Akbronco Prime Blueprint,2.7,Wukong Prime Neuroptics Blueprint,8.5,Fang Prime Blueprint,1.75,Dethcube Prime Carapace,6.5,2X Forma Blueprint,,Tekko Prime Blade,20.0,4.4,5.46
Neo T3 Relic,Neo,5.5,Redeemer Prime Blade,5.9,Braton Prime Blueprint,3.0,Forma Blueprint,,Inaros Prime Chassis Blueprint,4.0,Atlas Prime Chassis Blueprint,7.0,Titania Prime Systems Blueprint,44.0,4.34,8.08
Neo T4 Relic,Neo,5.2,Braton Prime Stock,1.5,Ivara Prime Neuroptics Blueprint,6.5,Forma Blueprint,,Astilla Prime Blueprint,6.6,Guandao Prime Blueprint,6.7,Tenora Prime Receiver,27.5,4.04,6.74
Neo T5 Relic,Neo,3.2,Aksomati Prime Receiver,7.0,Inaros Prime Systems Blueprint,7.0,Braton Prime Barrel,5.0,Magnus Prime Receiver,6.5,Corinth Prime Receiver,7.0,Tenora Prime Barrel,13.5,6.57,7.22
Neo T6 Relic,Neo,3.9,Astilla Prime Receiver,7.5,Forma Blueprint,,Burston Prime Stock,2.0,Scourge Prime Handle,6.5,Tatsu Prime Blade,5.0,Tenora Prime Barrel,13.5,3.94,5.23
Neo T7 Relic,Neo,42.0,Afuris Prime Blueprint,3.9,Orthos Prime Handle,3.25,Harrow Prime Chassis Blueprint,10.0,Gunsen Prime Handle,6.0,2X Forma Blueprint,,Tatsu Prime Handle,24.5,5.49,6.51
Neo T8 Relic,Neo,10.0,Octavia Prime Systems Blueprint,8.5,Vasto Prime Receiver,8.5,Forma Blueprint,,Pandero Prime Barrel,5.3,Nezha Prime Neuroptics Blueprint,23.0,Tenora Prime Receiver,27.5,7.97,11.24
Neo T9 Relic,Neo,2.0,Forma Blueprint,,Sevagoth Prime Neuroptics Blueprint,2.0,Braton Prime Barrel,5.0,Gauss Prime Blueprint,6.5,Cedo Prime Barrel,6.0,Trumna Prime Receiver,9.0,3.33,4.57
Neo V1 Relic,Neo,14.55,Nyx Prime Blueprint,8.5,Forma Blueprint,,Dual Kamas Prime Blueprint,5.9,Bronco Prime Barrel,3.0,Volt Prime Blueprint,13.0,Nova Prime Chassis Blueprint,28.5,5.98,8.45
Neo V10 Relic,Neo,4.38,Braton Prime Receiver,4.0,Guandao Prime Blade,8.5,Forma Blueprint,,Akbronco Prime Link,3.5,Inaros Prime Chassis Blueprint,4.0,Volnus Prime Handle,25.5,4.5,6.13
Neo V11 Relic,Neo,2.5,Paris Prime Blueprint,2.9,Akbronco Prime Blueprint,2.7,Yareli Prime Chassis Blueprint,2.0,Epitaph Prime Barrel,3.5,Xaku Prime Chassis Blueprint,3.0,Voruna Prime Systems Blueprint,14.0,2.92,3.97
Neo V2 Relic,Neo,4.58,Fang Prime Handle,2.0,Braton Prime Stock,1.5,Galatine Prime Blade,6.1,Galatine Prime Handle,5.65,2X Forma Blueprint,,Vauban Prime Blueprint,14.05,3.33,4.14
Neo V3 Relic,Neo,5.8,Galatine Prime Blade,6.1,Paris Prime String,3.4,Carrier Prime Systems,7.0,Tigris Prime Receiver,10.5,2X Forma Blueprint,,Vauban Prime Neuroptics Blueprint,27.0,5.87,7.55
Neo V4 Relic,Neo,6.7,Cernos Prime Grip,8.6,Tigris Prime Stock,6.5,Bronco Prime Receiver,3.6,Saryn Prime Neuroptics Blueprint,11.5,Ash Prime Neuroptics Blueprint,12.0,Venka Prime Gauntlet,24.5,7.81,10.27
Neo V5 Relic,Neo,4.4,Helios Prime Carapace,6.5,Paris Prime String,3.4,Silva & Aegis Prime Hilt,5.8,2X Forma Blueprint,,Burston Prime Barrel,4.0,Vauban Prime Neuroptics Blueprint,27.0,4.96,6.12
Neo V6 Relic,Neo,9.3,Burston Prime Stock,2.0,Cernos Prime Grip,8.6,Forma Blueprint,,Mirage Prime Systems Blueprint,18.5,Fragor Prime Handle,9.55,Vauban Prime Chassis Blueprint,20.0,6.17,9.38
Neo V7 Relic,Neo,7.0,Pyrana Prime Barrel,6.5,Akbolto Prime Blueprint,3.9,Forma Blueprint,,Banshee Prime Blueprint,6.5,Cernos Prime Blueprint,5.05,Valkyr Prime Chassis Blueprint,37.0,4.64,7.74
Neo V8 Relic,Neo,9.0,Loki Prime Blueprint,8.5,Odonata Prime Harness Blueprint,6.5,Wyrm Prime Blueprint,13.7,Bo Prime Handle,17.5,2X Forma Blueprint,,Volt Prime Neuroptics Blueprint,27.5,9.74,11.03
Neo V9 Relic,Neo,10.0,Venka Prime Blades,8.5,Forma Blueprint,,Nyx Prime Blueprint,8.5,Cernos Prime Blueprint,5.05,Lex Prime Blueprint,2.6,Valkyr Prime Chassis Blueprint,37.0,5.89,8.06
Neo W1 Relic,Neo,3.0,Gauss Prime Chassis Blueprint,6.5,Lex Prime Receiver,3.35,Shade Prime Cerebrum,6.5,2X Forma Blueprint,,Dual Keres Prime Handle,9.0,Wisp Prime Chassis Blueprint,16.0,5.45,6.13
Neo W2 Relic,Neo,1.95,Trumna Prime Blueprint,1.5,Nautilus Prime Carapace,7.0,Akbronco Prime Blueprint,2.7,Burston Prime Barrel,4.0,2X Forma Blueprint,,Wisp Prime Blueprint,34.5,3.97,6.12
Neo X1 Relic,Neo,4.6,Lavos Prime Chassis Blueprint,3.0,Akarius Prime Barrel,7.0,Forma Blueprint,,Braton Prime Receiver,4.0,Quassus Prime Blueprint,3.0,Xaku Prime Blueprint,10.0,3.5,4.07
Neo Y1 Relic,Neo,8.59,Fang Prime Blueprint,1.75,Lex Prime Receiver,3.35,Trumna Prime Blueprint,1.5,Styanax Prime Systems Blueprint,39.0,2X Forma Blueprint,,Yareli Prime Systems Blueprint,16.5,6.29,10.55
Neo Z1 Relic,Neo,5.0,Paris Prime Blueprint,2.9,Nekros Prime Chassis Blueprint,9.5,Orthos Prime Handle,3.25,Galatine Prime Handle,5.65,2X Forma Blueprint,,Zephyr Prime Blueprint,15.5,4.9,5.29
Neo Z10 Relic,Neo,4.0,Afuris Prime Blueprint,3.9,Gunsen Prime Blueprint,4.15,Forma Blueprint,,Revenant Prime Neuroptics Blueprint,8.0,Phantasma Prime Blueprint,4.8,Zylok Prime Blueprint,12.0,3.69,5.1
Neo Z11 Relic,Neo,2.4,Forma Blueprint,,Bronco Prime Receiver,3.6,Acceltra Prime Blueprint,3.0,Okina Prime Handle,9.0,Shade Prime Blueprint,5.5,Zylok Prime Blueprint,12.0,3.51,5.2
Neo Z2 Relic,Neo,5.0,Lex Prime Blueprint,2.6,Akbolto Prime Blueprint,3.9,Braton Prime Stock,1.5,Mesa Prime Blueprint,7.0,Pyrana Prime Receiver,8.5,Zephyr Prime Blueprint,15.5,4.04,5.98
Neo Z3 Relic,Neo,3.0,Bronco Prime Receiver,3.6,Zephyr Prime Neuroptics Blueprint,7.5,Forma Blueprint,,Mesa Prime Blueprint,7.0,Akjagara Prime Receiver,8.5,Zhuge Prime Barrel,14.0,4.8,6.35
Neo Z4 Relic,Neo,5.1,Paris Prime String,3.4,Burston Prime Stock,2.0,Kronen Prime Blueprint,5.65,2X Forma Blueprint,,Redeemer Prime Blueprint,4.65,Zephyr Prime Blueprint,15.5,3.62,4.32
Neo Z5 Relic,Neo,2.9,Lex Prime Barrel,3.5,Burston Prime Stock,2.0,Akjagara Prime Blueprint,3.7,Aksomati Prime Barrel,11.0,2X Forma Blueprint,,Zhuge Prime Barrel,14.0,3.82,5.13
Neo Z6 Relic,Neo,2.5,Guandao Prime Blade,8.5,Paris Prime String,3.4,Braton Prime Blueprint,3.0,Tipedo Prime Ornament,9.5,Titania Prime Neuroptics Blueprint,9.0,Zhuge Prime Barrel,14.0,6.09,7.58
Neo Z7 Relic,Neo,5.2,Forma Blueprint,,Wukong Prime Neuroptics Blueprint,8.5,Atlas Prime Blueprint,4.0,Octavia Prime Chassis Blueprint,11.5,Akbronco Prime Link,3.5,Zhuge Prime Barrel,14.0,5.1,6.48
Neo Z8 Relic,Neo,9.0,Kronen Prime Blueprint,5.65,Chroma Prime Chassis Blueprint,8.5,Braton Prime Stock,1.5,Gram Prime Blueprint,8.5,2X Forma Blueprint,,Zephyr Prime Systems Blueprint,38.5,5.67,8.16
Neo Z9 Relic,Neo,4.58,Equinox Prime Chassis Blueprint,6.0,Burston Prime Blueprint,2.95,Forma Blueprint,,Wukong Prime Systems Blueprint,15.0,Ninkondi Prime Chain,5.0,Zhuge Prime Barrel,14.0,4.75,6.89
Vanguard C1 Relic,,13.0,Protea Prime Blueprint,2.0,Ember Prime Chassis Blueprint,9.0,Volt Prime Blueprint,13.0,Mesa Prime Systems Blueprint,17.0,Ash Prime Systems Blueprint,17.5,Caliban Prime Systems Blueprint,22.5,10.32,13.15
Vanguard E1 Relic,,13.0,Protea Prime Neuroptics Blueprint,3.5,Mesa Prime Chassis Blueprint,7.0,Volt Prime Chassis Blueprint,11.5,Caliban Prime Neuroptics Blueprint,11.0,Ash Prime Blueprint,11.5,Ember Prime Blueprint,25.0,8.55,10.67
Vanguard M1 Relic,,12.5,Ember Prime Neuroptics Blueprint,10.0,Ash Prime Chassis Blueprint,11.0,Caliban Prime Blueprint,3.0,Volt Prime Systems Blueprint,8.5,Protea Prime Chassis Blueprint,11.5,Mesa Prime Neuroptics Blueprint,35.0,8.98,11.5
Vanguard P1 Relic,,11.5,Caliban Prime Chassis Blueprint,3.0,Mesa Prime Blueprint,7.0,Ash Prime Neuroptics Blueprint,12.0,Volt Prime Neuroptics Blueprint,27.5,Ember Prime Systems Blueprint,9.0,Protea Prime Systems Blueprint,14.0,9.87,12.37
